UF_RES,UF_MOV,HOSPITALIZACOES,RES_LAT,RES_LON,MOV_LAT,MOV_LON
Amapá,Minas Gerais,2,1.446579361967846,-51.96205349152536,-18.42237047816257,-44.668033901736656
Amapá,Paraná,2,1.446579361967846,-51.96205349152536,-24.624367999451334,-51.617875384343
Amapá,Pará,7,1.446579361967846,-51.96205349152536,-3.96360452999938,-53.07098190581554
Amapá,Pernambuco,13,1.446579361967846,-51.96205349152536,-8.324409775914233,-37.99762312297779
Amapá,Rio Grande do Norte,2,1.446579361967846,-51.96205349152536,-5.839255494364668,-36.67326985918983
Amapá,Rio de Janeiro,1,1.446579361967846,-51.96205349152536,-22.1927501263549,-42.66029361738904
Amapá,Rondônia,1,1.446579361967846,-51.96205349152536,-10.90442312825415,-62.84474092395724
Amapá,Santa Catarina,2,1.446579361967846,-51.96205349152536,-27.240610757469174,-50.47740300071737
Amapá,São Paulo,8,1.446579361967846,-51.96205349152536,-22.250052902639116,-48.734659900719734
Amazonas,Acre,93,-4.140190123349732,-64.6516494903481,-9.209710893485735,-70.47578331421067
Amazonas,Bahia,3,-4.140190123349732,-64.6516494903481,-12.45234511713527,-41.72176450233577
Amazonas,Ceará,11,-4.140190123349732,-64.6516494903481,-5.089815983830066,-39.61608178595244
Amazonas,Maranhão,1,-4.140190123349732,-64.6516494903481,-5.063473525889801,-45.286406362550146
Amazonas,Mato Grosso,2,-4.140190123349732,-64.6516494903481,-12.916186132060574,-55.9149517572351
Amazonas,Mato Grosso do Sul,4,-4.140190123349732,-64.6516494903481,-20.304769734215245,-54.84700428372272
Amazonas,Minas Gerais,4,-4.140190123349732,-64.6516494903481,-18.42237047816257,-44.668033901736656
Amazonas,Paraná,7,-4.140190123349732,-64.6516494903481,-24.624367999451334,-51.617875384343
Amazonas,Pará,16,-4.140190123349732,-64.6516494903481,-3.96360452999938,-53.07098190581554
Amazonas,Pernambuco,6,-4.140190123349732,-64.6516494903481,-8.324409775914233,-37.99762312297779
Amazonas,Rio Grande do Sul,3,-4.140190123349732,-64.6516494903481,-29.678839629718627,-53.320051841053065
Amazonas,Rio de Janeiro,1,-4.140190123349732,-64.6516494903481,-22.1927501263549,-42.66029361738904
Amazonas,Rondônia,89,-4.140190123349732,-64.6516494903481,-10.90442312825415,-62.84474092395724
Amazonas,Roraima,23,-4.140190123349732,-64.6516494903481,2.0807402503971426,-61.39173494334764
Amazonas,Santa Catarina,2,-4.140190123349732,-64.6516494903481,-27.240610757469174,-50.47740300071737
Amazonas,São Paulo,47,-4.140190123349732,-64.6516494903481,-22.250052902639116,-48.734659900719734
Amazonas,Tocantins,1,-4.140190123349732,-64.6516494903481,-10.131696777104315,-48.330725819425574
Bahia,Alagoas,6,-12.45234511713527,-41.72176450233577,-9.513145847398288,-36.62481420015896
Bahia,Amapá,1,-12.45234511713527,-41.72176450233577,1.446579361967846,-51.96205349152536
Bahia,Amazonas,1,-12.45234511713527,-41.72176450233577,-4.140190123349732,-64.6516494903481
Bahia,Ceará,9,-12.45234511713527,-41.72176450233577,-5.089815983830066,-39.61608178595244
Bahia,Distrito Federal,9,-12.45234511713527,-41.72176450233577,-15.780989331973725,-47.79684222599829
Bahia,Espírito Santo,35,-12.45234511713527,-41.72176450233577,-19.56783026436436,-40.66688741798281
Bahia,Goiás,16,-12.45234511713527,-41.72176450233577,-16.021068269554988,-49.61616789197541
Bahia,Maranhão,1,-12.45234511713527,-41.72176450233577,-5.063473525889801,-45.286406362550146
Bahia,Mato Grosso,6,-12.45234511713527,-41.72176450233577,-12.916186132060574,-55.9149517572351
Bahia,Mato Grosso do Sul,1,-12.45234511713527,-41.72176450233577,-20.304769734215245,-54.84700428372272
Bahia,Minas Gerais,69,-12.45234511713527,-41.72176450233577,-18.42237047816257,-44.668033901736656
Bahia,Paraná,27,-12.45234511713527,-41.72176450233577,-24.624367999451334,-51.617875384343
Bahia,Paraíba,5,-12.45234511713527,-41.72176450233577,-7.12044513673908,-36.83247370477853
Bahia,Pará,3,-12.45234511713527,-41.72176450233577,-3.96360452999938,-53.07098190581554
Bahia,Pernambuco,230,-12.45234511713527,-41.72176450233577,-8.324409775914233,-37.99762312297779
Bahia,Piauí,9,-12.45234511713527,-41.72176450233577,-7.378677773863817,-42.96696522142286
Bahia,Rio Grande do Norte,1,-12.45234511713527,-41.72176450233577,-5.839255494364668,-36.67326985918983
Bahia,Rio Grande do Sul,3,-12.45234511713527,-41.72176450233577,-29.678839629718627,-53.320051841053065
Bahia,Rio de Janeiro,5,-12.45234511713527,-41.72176450233577,-22.1927501263549,-42.66029361738904
Bahia,Santa Catarina,2,-12.45234511713527,-41.72176450233577,-27.240610757469174,-50.47740300071737
Bahia,Sergipe,85,-12.45234511713527,-41.72176450233577,-10.582666889769746,-37.44371522874432
Bahia,São Paulo,144,-12.45234511713527,-41.72176450233577,-22.250052902639116,-48.734659900719734
Bahia,Tocantins,4,-12.45234511713527,-41.72176450233577,-10.131696777104315,-48.330725819425574
Ceará,Alagoas,2,-5.089815983830066,-39.61608178595244,-9.513145847398288,-36.62481420015896
Ceará,Amapá,1,-5.089815983830066,-39.61608178595244,1.446579361967846,-51.96205349152536
Ceará,Amazonas,2,-5.089815983830066,-39.61608178595244,-4.140190123349732,-64.6516494903481
Ceará,Bahia,6,-5.089815983830066,-39.61608178595244,-12.45234511713527,-41.72176450233577
Ceará,Distrito Federal,1,-5.089815983830066,-39.61608178595244,-15.780989331973725,-47.79684222599829
Ceará,Espírito Santo,1,-5.089815983830066,-39.61608178595244,-19.56783026436436,-40.66688741798281
Ceará,Goiás,3,-5.089815983830066,-39.61608178595244,-16.021068269554988,-49.61616789197541
Ceará,Maranhão,14,-5.089815983830066,-39.61608178595244,-5.063473525889801,-45.286406362550146
Ceará,Mato Grosso,3,-5.089815983830066,-39.61608178595244,-12.916186132060574,-55.9149517572351
Ceará,Mato Grosso do Sul,1,-5.089815983830066,-39.61608178595244,-20.304769734215245,-54.84700428372272
Ceará,Minas Gerais,7,-5.089815983830066,-39.61608178595244,-18.42237047816257,-44.668033901736656
Ceará,Paraná,11,-5.089815983830066,-39.61608178595244,-24.624367999451334,-51.617875384343
Ceará,Paraíba,8,-5.089815983830066,-39.61608178595244,-7.12044513673908,-36.83247370477853
Ceará,Pernambuco,16,-5.089815983830066,-39.61608178595244,-8.324409775914233,-37.99762312297779
Ceará,Piauí,32,-5.089815983830066,-39.61608178595244,-7.378677773863817,-42.96696522142286
Ceará,Rio Grande do Norte,10,-5.089815983830066,-39.61608178595244,-5.839255494364668,-36.67326985918983
Ceará,Rio Grande do Sul,1,-5.089815983830066,-39.61608178595244,-29.678839629718627,-53.320051841053065
Ceará,Rio de Janeiro,7,-5.089815983830066,-39.61608178595244,-22.1927501263549,-42.66029361738904
Ceará,Santa Catarina,1,-5.089815983830066,-39.61608178595244,-27.240610757469174,-50.47740300071737
Ceará,São Paulo,52,-5.089815983830066,-39.61608178595244,-22.250052902639116,-48.734659900719734
Distrito Federal,Acre,1,-15.780989331973725,-47.79684222599829,-9.209710893485735,-70.47578331421067
Distrito Federal,Alagoas,1,-15.780989331973725,-47.79684222599829,-9.513145847398288,-36.62481420015896
Distrito Federal,Amapá,1,-15.780989331973725,-47.79684222599829,1.446579361967846,-51.96205349152536
Distrito Federal,Bahia,7,-15.780989331973725,-47.79684222599829,-12.45234511713527,-41.72176450233577
Distrito Federal,Ceará,1,-15.780989331973725,-47.79684222599829,-5.089815983830066,-39.61608178595244
Distrito Federal,Espírito Santo,1,-15.780989331973725,-47.79684222599829,-19.56783026436436,-40.66688741798281
Distrito Federal,Goiás,71,-15.780989331973725,-47.79684222599829,-16.021068269554988,-49.61616789197541
Distrito Federal,Maranhão,3,-15.780989331973725,-47.79684222599829,-5.063473525889801,-45.286406362550146
Distrito Federal,Mato Grosso,1,-15.780989331973725,-47.79684222599829,-12.916186132060574,-55.9149517572351
Distrito Federal,Mato Grosso do Sul,1,-15.780989331973725,-47.79684222599829,-20.304769734215245,-54.84700428372272
Distrito Federal,Minas Gerais,12,-15.780989331973725,-47.79684222599829,-18.42237047816257,-44.668033901736656
Distrito Federal,Paraná,2,-15.780989331973725,-47.79684222599829,-24.624367999451334,-51.617875384343
Distrito Federal,Pernambuco,6,-15.780989331973725,-47.79684222599829,-8.324409775914233,-37.99762312297779
Distrito Federal,Piauí,3,-15.780989331973725,-47.79684222599829,-7.378677773863817,-42.96696522142286
Distrito Federal,Rio Grande do Norte,2,-15.780989331973725,-47.79684222599829,-5.839255494364668,-36.67326985918983
Distrito Federal,Rio de Janeiro,3,-15.780989331973725,-47.79684222599829,-22.1927501263549,-42.66029361738904
Distrito Federal,Santa Catarina,1,-15.780989331973725,-47.79684222599829,-27.240610757469174,-50.47740300071737
Distrito Federal,São Paulo,41,-15.780989331973725,-47.79684222599829,-22.250052902639116,-48.734659900719734
Distrito Federal,Tocantins,2,-15.780989331973725,-47.79684222599829,-10.131696777104315,-48.330725819425574
Espírito Santo,Amazonas,2,-19.56783026436436,-40.66688741798281,-4.140190123349732,-64.6516494903481
Espírito Santo,Bahia,14,-19.56783026436436,-40.66688741798281,-12.45234511713527,-41.72176450233577
Espírito Santo,Distrito Federal,1,-19.56783026436436,-40.66688741798281,-15.780989331973725,-47.79684222599829
Espírito Santo,Goiás,3,-19.56783026436436,-40.66688741798281,-16.021068269554988,-49.61616789197541
Espírito Santo,Minas Gerais,142,-19.56783026436436,-40.66688741798281,-18.42237047816257,-44.668033901736656
Espírito Santo,Paraná,6,-19.56783026436436,-40.66688741798281,-24.624367999451334,-51.617875384343
Espírito Santo,Pernambuco,5,-19.56783026436436,-40.66688741798281,-8.324409775914233,-37.99762312297779
Espírito Santo,Rio Grande do Norte,1,-19.56783026436436,-40.66688741798281,-5.839255494364668,-36.67326985918983
